organism_group,agent_code,method,disk_content,site,route,standard,table_reference,tier,mic_susceptible_max,mic_sdd_min,mic_sdd_max,mic_intermediate_min,mic_intermediate_max,mic_resistant_min,disk_susceptible_min,disk_sdd_min,disk_sdd_max,disk_intermediate_min,disk_intermediate_max,disk_resistant_max,dosage_note,comment
Streptococcus spp. Viridans Group,GRX,DISK,5 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,GRX,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,LNZ,DISK,30 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,LNZ,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,LVX,DISK,5 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,LVX,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,MEM,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,OFX,DISK,5 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,OFX,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,ORI,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,PEN,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,QDA,DISK,15 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,QDA,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,TCY,DISK,30 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,TCY,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,TLV,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,TVA,DISK,10 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,TVA,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,TZD,DISK,2 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,TZD,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,VAN,DISK,30 µg,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Streptococcus spp. Viridans Group,VAN,MIC,,,,CLSI M100,2H-2,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,AMC,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,AMP,DISK,10 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,AMP,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,ATM,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,ATM,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,AZM,DISK,15 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,AZM,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CAT,DISK,10 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CAT,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CAZ,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CAZ,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CDR,DISK,5 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CDR,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CEC,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CEC,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CFM,DISK,5 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CFM,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CHL,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CHL,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CID,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CID,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CIP,DISK,5 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CIP,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CLR,DISK,15 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CLR,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CPD,DISK,10 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CPD,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CPR,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CPR,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CPT,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CPT,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CRO,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CRO,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CTB,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CTB,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CTX,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CTX,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CXM,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CXM,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CZT,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CZX,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,CZX,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,DOR,DISK,10 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,DOR,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,ETP,DISK,10 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,ETP,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,FEP,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,FEP,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,FLE,DISK,5 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,FLE,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,GAT,DISK,5 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,GAT,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,GEM,DISK,5 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,GEM,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,GRX,DISK,5 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,GRX,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,IPM,DISK,10 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,IPM,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,LFM,DISK,20 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,LFM,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,LOM,DISK,10 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,LOM,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,LOR,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,LOR,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,LVX,DISK,5 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,LVX,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,MAN,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,MEM,DISK,10 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,MEM,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,MFX,DISK,5 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,MFX,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,OFX,DISK,5 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,OFX,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,RIF,DISK,5 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,RIF,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,SAM,DISK,10/10 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,SAM,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,SMX,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — the conversion could not read this one; read it off the printed table.
Haemophilus influenzae and Haemophilus parainfluenzae,SPX,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,SXT,DISK,1.25/,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,SXT,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,TCY,DISK,30 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,TCY,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,TVA,DISK,10 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,TVA,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,TZP,DISK,100/10 µg,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Haemophilus influenzae and Haemophilus parainfluenzae,TZP,MIC,,,,CLSI M100,2E,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,AZM,DISK,15 µg,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,AZM,MIC,,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,CFM,MIC,,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — the conversion could not read this one; read it off the printed table.
Neisseria gonorrhoeae,CIP,DISK,5 µg,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,CIP,MIC,,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,CPD,DISK,10 µg,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,CPD,MIC,,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,CRO,MIC,,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — the conversion could not read this one; read it off the printed table.
Neisseria gonorrhoeae,CTT,DISK,30 µg,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,CTT,MIC,,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,CTX,DISK,30 µg,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,CTX,MIC,,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,CZX,DISK,30 µg,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,CZX,MIC,,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,FEP,DISK,30 µg,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,FEP,MIC,,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,FOX,DISK,30 µg,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,FOX,MIC,,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,PEN,DISK,10 units,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,PEN,MIC,,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,SPT,DISK,100 µg,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,SPT,MIC,,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,TCY,DISK,30 µg,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria gonorrhoeae,TCY,MIC,,,,CLSI M100,2F,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,AMP,MIC,,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,AZM,DISK,15 µg,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,AZM,MIC,,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,CHL,DISK,30 µg,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,CHL,MIC,,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,CIP,DISK,5 µg,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,CIP,MIC,,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,CRO,DISK,30 µg,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,CRO,MIC,,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,CTX,DISK,30 µg,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,CTX,MIC,,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,LVX,MIC,,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,MEM,DISK,10 µg,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,MEM,MIC,,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,MNO,DISK,30 µg,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,MNO,MIC,,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,PEN,MIC,,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,RIF,DISK,5 µg,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,RIF,MIC,,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,SXT,DISK,1.25/,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Neisseria meningitidis,SXT,MIC,,,,CLSI M100,2I,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,AMC,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,AMP,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,CFP,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,CHL,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,CLI,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,CMZ,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,CRO,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,CTT,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,CTX,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,CZX,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,DOR,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,ETP,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,FOX,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,IMR,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,IPM,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,MEM,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,MFX,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,MTZ,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,PEN,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,SAM,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,TCC,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
Anaerobes,TCY,MIC,,,,CLSI M100,2J,,,,,,,,,,,,,,,Blueprint row — enter the thresholds from your licensed M100.
